sex,age_group,year,suicide_rate
Males,15-19,1936,5.8
Males,20-24,1936,9.4
Males,25-29,1936,17.8
Males,30-34,1936,20.6
Males,35-39,1936,23.9
Males,40-44,1936,30.3
Males,45-49,1936,33.1
Males,50-54,1936,35.5
Males,55-59,1936,30.9
Males,60-64,1936,40.5
Males,65-69,1936,42.1
Males,70-74,1936,42.5
Males,75-79,1936,38.3
Males,80-84,1936,54.9
Males,85+,1936,61.5
Females,15-19,1936,2.3
Females,20-24,1936,4.0
Females,25-29,1936,7.4
Females,30-34,1936,5.8
Females,35-39,1936,6.8
Females,40-44,1936,7.7
Females,45-49,1936,11.2
Females,50-54,1936,13.5
Females,55-59,1936,9.0
Females,60-64,1936,17.1
Females,65-69,1936,6.2
Females,70-74,1936,4.3
Females,75-79,1936,2.3
Females,80-84,1936,0.0
Females,85+,1936,0.0
Males,15-19,1937,6.4
Males,20-24,1937,11.6
Males,25-29,1937,14.4
Males,30-34,1937,15.0
Males,35-39,1937,20.5
Males,40-44,1937,27.6
Males,45-49,1937,30.8
Males,50-54,1937,26.7
Males,55-59,1937,37.5
Males,60-64,1937,38.3
Males,65-69,1937,39.5
Males,70-74,1937,38.0
Males,75-79,1937,39.3
Males,80-84,1937,61.8
Males,85+,1937,31.3
Females,15-19,1937,0.7
Females,20-24,1937,4.9
Females,25-29,1937,2.9
Females,30-34,1937,5.7
Females,35-39,1937,6.8
Females,40-44,1937,9.5
Females,45-49,1937,8.6
Females,50-54,1937,7.6
Females,55-59,1937,12.0
Females,60-64,1937,4.2
Females,65-69,1937,6.1
Females,70-74,1937,5.5
Females,75-79,1937,2.2
Females,80-84,1937,9.7
Females,85+,1937,0.0
Males,15-19,1938,4.1
Males,20-24,1938,10.4
Males,25-29,1938,15.6
Males,30-34,1938,19.1
Males,35-39,1938,21.8
Males,40-44,1938,21.8
Males,45-49,1938,33.4
Males,50-54,1938,26.8
Males,55-59,1938,37.8
Males,60-64,1938,43.9
Males,65-69,1938,34.2
Males,70-74,1938,25.0
Males,75-79,1938,26.7
Males,80-84,1938,72.9
Males,85+,1938,46.2
Females,15-19,1938,2.0
Females,20-24,1938,4.3
Females,25-29,1938,6.0
Females,30-34,1938,9.2
Females,35-39,1938,7.6
Females,40-44,1938,7.4
Females,45-49,1938,6.3
Females,50-54,1938,10.4
Females,55-59,1938,13.6
Females,60-64,1938,7.4
Females,65-69,1938,4.0
Females,70-74,1938,2.7
Females,75-79,1938,8.4
Females,80-84,1938,0.0
Females,85+,1938,0.0
Males,15-19,1939,4.6
Males,20-24,1939,14.2
Males,25-29,1939,16.6
Males,30-34,1939,14.7
Males,35-39,1939,19.8
Males,40-44,1939,28.0
Males,45-49,1939,24.1
Males,50-54,1939,34.0
Males,55-59,1939,41.4
Males,60-64,1939,33.8
Males,65-69,1939,33.9
Males,70-74,1939,52.3
Males,75-79,1939,43.2
Males,80-84,1939,49.5
Males,85+,1939,45.5
Females,15-19,1939,2.6
Females,20-24,1939,6.4
Females,25-29,1939,3.4
Females,30-34,1939,3.9
Females,35-39,1939,6.8
Females,40-44,1939,10.5
Females,45-49,1939,10.7
Females,50-54,1939,9.6
Females,55-59,1939,8.1
Females,60-64,1939,10.3
Females,65-69,1939,14.8
Females,70-74,1939,6.5
Females,75-79,1939,6.1
Females,80-84,1939,0.0
Females,85+,1939,0.0
Males,15-19,1940,2.8
Males,20-24,1940,11.6
Males,25-29,1940,12.7
Males,30-34,1940,18.0
Males,35-39,1940,17.2
Males,40-44,1940,20.4
Males,45-49,1940,33.3
Males,50-54,1940,33.7
Males,55-59,1940,34.9
Males,60-64,1940,49.5
Males,65-69,1940,26.6
Males,70-74,1940,31.3
Males,75-79,1940,36.1
Males,80-84,1940,27.6
Males,85+,1940,43.5
Females,15-19,1940,2.8
Females,20-24,1940,3.4
Females,25-29,1940,3.7
Females,30-34,1940,8.4
Females,35-39,1940,5.0
Females,40-44,1940,9.5
Females,45-49,1940,11.5
Females,50-54,1940,11.3
Females,55-59,1940,4.2
Females,60-64,1940,7.6
Females,65-69,1940,8.7
Females,70-74,1940,11.3
Females,75-79,1940,5.9
Females,80-84,1940,7.7
Females,85+,1940,0.0
Males,15-19,1941,3.7
Males,20-24,1941,8.5
Males,25-29,1941,7.5
Males,30-34,1941,9.8
Males,35-39,1941,14.2
Males,40-44,1941,22.1
Males,45-49,1941,21.3
Males,50-54,1941,21.3
Males,55-59,1941,30.5
Males,60-64,1941,40.3
Males,65-69,1941,29.5
Males,70-74,1941,32.1
Males,75-79,1941,41.8
Males,80-84,1941,39.0
Males,85+,1941,53.3
Females,15-19,1941,1.9
Females,20-24,1941,4.3
Females,25-29,1941,4.9
Females,30-34,1941,5.9
Females,35-39,1941,5.4
Females,40-44,1941,6.5
Females,45-49,1941,8.3
Females,50-54,1941,9.6
Females,55-59,1941,9.9
Females,60-64,1941,9.5
Females,65-69,1941,5.7
Females,70-74,1941,6.1
Females,75-79,1941,3.8
Females,80-84,1941,0.0
Females,85+,1941,0.0
Males,15-19,1942,4.4
Males,20-24,1942,5.8
Males,25-29,1942,4.9
Males,30-34,1942,7.6
Males,35-39,1942,16.3
Males,40-44,1942,12.9
Males,45-49,1942,19.2
Males,50-54,1942,28.9
Males,55-59,1942,34.2
Males,60-64,1942,31.7
Males,65-69,1942,36.2
Males,70-74,1942,34.6
Males,75-79,1942,16.7
Males,80-84,1942,38.0
Males,85+,1942,12.7
Females,15-19,1942,1.6
Females,20-24,1942,4.0
Females,25-29,1942,4.3
Females,30-34,1942,8.7
Females,35-39,1942,4.5
Females,40-44,1942,7.7
Females,45-49,1942,8.4
Females,50-54,1942,11.2
Females,55-59,1942,8.5
Females,60-64,1942,5.7
Females,65-69,1942,7.5
Females,70-74,1942,1.2
Females,75-79,1942,7.5
Females,80-84,1942,0.0
Females,85+,1942,0.0
Males,15-19,1943,5.8
Males,20-24,1943,2.9
Males,25-29,1943,6.0
Males,30-34,1943,8.9
Males,35-39,1943,10.8
Males,40-44,1943,11.5
Males,45-49,1943,16.0
Males,50-54,1943,20.4
Males,55-59,1943,26.0
Males,60-64,1943,25.3
Males,65-69,1943,25.6
Males,70-74,1943,28.0
Males,75-79,1943,39.6
Males,80-84,1943,53.5
Males,85+,1943,49.4
Females,15-19,1943,1.0
Females,20-24,1943,1.6
Females,25-29,1943,3.3
Females,30-34,1943,3.9
Females,35-39,1943,4.0
Females,40-44,1943,8.1
Females,45-49,1943,11.1
Females,50-54,1943,10.2
Females,55-59,1943,5.4
Females,60-64,1943,7.5
Females,65-69,1943,1.8
Females,70-74,1943,8.4
Females,75-79,1943,5.4
Females,80-84,1943,6.8
Females,85+,1943,0.0
Males,15-19,1944,3.2
Males,20-24,1944,1.9
Males,25-29,1944,6.1
Males,30-34,1944,5.4
Males,35-39,1944,11.3
Males,40-44,1944,10.5
Males,45-49,1944,17.3
Males,50-54,1944,14.5
Males,55-59,1944,25.8
Males,60-64,1944,27.2
Males,65-69,1944,35.5
Males,70-74,1944,46.4
Males,75-79,1944,18.7
Males,80-84,1944,43.8
Males,85+,1944,23.5
Females,15-19,1944,2.6
Females,20-24,1944,4.8
Females,25-29,1944,4.7
Females,30-34,1944,5.2
Females,35-39,1944,7.8
Females,40-44,1944,6.4
Females,45-49,1944,6.2
Females,50-54,1944,9.6
Females,55-59,1944,9.0
Females,60-64,1944,10.0
Females,65-69,1944,9.8
Females,70-74,1944,13.1
Females,75-79,1944,1.8
Females,80-84,1944,3.2
Females,85+,1944,0.0
Males,15-19,1945,3.3
Males,20-24,1945,7.3
Males,25-29,1945,5.2
Males,30-34,1945,8.7
Males,35-39,1945,8.7
Males,40-44,1945,13.6
Males,45-49,1945,23.2
Males,50-54,1945,17.5
Males,55-59,1945,22.2
Males,60-64,1945,25.8
Males,65-69,1945,26.8
Males,70-74,1945,33.0
Males,75-79,1945,38.4
Males,80-84,1945,54.1
Males,85+,1945,20.6
Females,15-19,1945,1.7
Females,20-24,1945,1.6
Females,25-29,1945,4.1
Females,30-34,1945,6.4
Females,35-39,1945,5.8
Females,40-44,1945,4.7
Females,45-49,1945,10.2
Females,50-54,1945,10.1
Females,55-59,1945,10.8
Females,60-64,1945,14.2
Females,65-69,1945,8.5
Females,70-74,1945,3.5
Females,75-79,1945,5.1
Females,80-84,1945,3.1
Females,85+,1945,7.0
Males,15-19,1946,4.0
Males,20-24,1946,6.1
Males,25-29,1946,9.9
Males,30-34,1946,14.4
Males,35-39,1946,11.4
Males,40-44,1946,16.5
Males,45-49,1946,19.2
Males,50-54,1946,26.6
Males,55-59,1946,34.0
Males,60-64,1946,32.2
Males,65-69,1946,40.9
Males,70-74,1946,42.0
Males,75-79,1946,51.6
Males,80-84,1946,34.4
Males,85+,1946,28.3
Females,15-19,1946,2.7
Females,20-24,1946,2.9
Females,25-29,1946,6.0
Females,30-34,1946,5.0
Females,35-39,1946,9.8
Females,40-44,1946,11.5
Females,45-49,1946,10.2
Females,50-54,1946,13.2
Females,55-59,1946,10.1
Females,60-64,1946,8.2
Females,65-69,1946,8.1
Females,70-74,1946,11.6
Females,75-79,1946,8.3
Females,80-84,1946,12.2
Females,85+,1946,6.5
Males,15-19,1947,4.0
Males,20-24,1947,6.2
Males,25-29,1947,9.4
Males,30-34,1947,11.4
Males,35-39,1947,15.5
Males,40-44,1947,21.3
Males,45-49,1947,26.1
Males,50-54,1947,25.5
Males,55-59,1947,33.5
Males,60-64,1947,35.1
Males,65-69,1947,36.9
Males,70-74,1947,35.1
Males,75-79,1947,55.0
Males,80-84,1947,53.4
Males,85+,1947,34.2
Females,15-19,1947,1.4
Females,20-24,1947,3.6
Females,25-29,1947,6.3
Females,30-34,1947,5.3
Females,35-39,1947,8.1
Females,40-44,1947,6.8
Females,45-49,1947,8.4
Females,50-54,1947,9.7
Females,55-59,1947,8.9
Females,60-64,1947,14.6
Females,65-69,1947,11.7
Females,70-74,1947,10.2
Females,75-79,1947,8.1
Females,80-84,1947,0.0
Females,85+,1947,6.0
Males,15-19,1948,7.6
Males,20-24,1948,10.9
Males,25-29,1948,11.7
Males,30-34,1948,12.5
Males,35-39,1948,11.4
Males,40-44,1948,21.5
Males,45-49,1948,26.9
Males,50-54,1948,27.8
Males,55-59,1948,32.9
Males,60-64,1948,33.9
Males,65-69,1948,30.1
Males,70-74,1948,35.6
Males,75-79,1948,43.3
Males,80-84,1948,56.8
Males,85+,1948,74.4
Females,15-19,1948,0.7
Females,20-24,1948,1.6
Females,25-29,1948,4.6
Females,30-34,1948,5.3
Females,35-39,1948,7.2
Females,40-44,1948,2.5
Females,45-49,1948,6.6
Females,50-54,1948,12.9
Females,55-59,1948,6.8
Females,60-64,1948,7.6
Females,65-69,1948,9.1
Females,70-74,1948,5.5
Females,75-79,1948,6.5
Females,80-84,1948,5.8
Females,85+,1948,17.0
Males,15-19,1949,5.3
Males,20-24,1949,11.2
Males,25-29,1949,13.3
Males,30-34,1949,14.4
Males,35-39,1949,17.9
Males,40-44,1949,19.7
Males,45-49,1949,26.7
Males,50-54,1949,22.7
Males,55-59,1949,27.6
Males,60-64,1949,31.2
Males,65-69,1949,41.2
Males,70-74,1949,48.3
Males,75-79,1949,41.0
Males,80-84,1949,49.1
Males,85+,1949,40.0
Females,15-19,1949,2.6
Females,20-24,1949,1.9
Females,25-29,1949,4.1
Females,30-34,1949,3.3
Females,35-39,1949,7.9
Females,40-44,1949,7.1
Females,45-49,1949,10.0
Females,50-54,1949,4.6
Females,55-59,1949,6.7
Females,60-64,1949,13.0
Females,65-69,1949,11.8
Females,70-74,1949,8.4
Females,75-79,1949,4.8
Females,80-84,1949,0.0
Females,85+,1949,0.0
Males,15-19,1950,4.6
Males,20-24,1950,9.1
Males,25-29,1950,11.3
Males,30-34,1950,11.4
Males,35-39,1950,17.4
Males,40-44,1950,19.5
Males,45-49,1950,16.3
Males,50-54,1950,31.2
Males,55-59,1950,28.8
Males,60-64,1950,25.2
Males,65-69,1950,33.8
Males,70-74,1950,47.5
Males,75-79,1950,52.6
Males,80-84,1950,36.4
Males,85+,1950,46.5
Females,15-19,1950,1.9
Females,20-24,1950,2.6
Females,25-29,1950,2.7
Females,30-34,1950,5.6
Females,35-39,1950,6.2
Females,40-44,1950,8.0
Females,45-49,1950,6.5
Females,50-54,1950,8.6
Females,55-59,1950,14.3
Females,60-64,1950,11.5
Females,65-69,1950,12.2
Females,70-74,1950,6.0
Females,75-79,1950,6.3
Females,80-84,1950,0.0
Females,85+,1950,0.0
Males,15-19,1951,7.8
Males,20-24,1951,11.5
Males,25-29,1951,11.4
Males,30-34,1951,11.4
Males,35-39,1951,16.9
Males,40-44,1951,21.2
Males,45-49,1951,29.0
Males,50-54,1951,23.2
Males,55-59,1951,26.3
Males,60-64,1951,37.0
Males,65-69,1951,39.8
Males,70-74,1951,28.5
Males,75-79,1951,33.1
Males,80-84,1951,24.7
Males,85+,1951,22.9
Females,15-19,1951,1.1
Females,20-24,1951,4.5
Females,25-29,1951,3.3
Females,30-34,1951,4.1
Females,35-39,1951,8.6
Females,40-44,1951,6.2
Females,45-49,1951,10.6
Females,50-54,1951,5.8
Females,55-59,1951,12.3
Females,60-64,1951,8.0
Females,65-69,1951,10.4
Females,70-74,1951,10.5
Females,75-79,1951,7.6
Females,80-84,1951,5.2
Females,85+,1951,0.0
Males,15-19,1952,7.0
Males,20-24,1952,10.0
Males,25-29,1952,16.1
Males,30-34,1952,18.2
Males,35-39,1952,14.8
Males,40-44,1952,24.0
Males,45-49,1952,30.3
Males,50-54,1952,23.9
Males,55-59,1952,30.6
Males,60-64,1952,42.0
Males,65-69,1952,33.6
Males,70-74,1952,49.7
Males,75-79,1952,53.9
Males,80-84,1952,7.0
Males,85+,1952,38.2
Females,15-19,1952,2.6
Females,20-24,1952,2.0
Females,25-29,1952,4.1
Females,30-34,1952,5.6
Females,35-39,1952,10.9
Females,40-44,1952,8.1
Females,45-49,1952,10.0
Females,50-54,1952,11.1
Females,55-59,1952,10.4
Females,60-64,1952,9.4
Females,65-69,1952,6.7
Females,70-74,1952,10.1
Females,75-79,1952,8.9
Females,80-84,1952,10.2
Females,85+,1952,5.0
Males,15-19,1953,4.1
Males,20-24,1953,12.8
Males,25-29,1953,13.6
Males,30-34,1953,14.7
Males,35-39,1953,18.9
Males,40-44,1953,18.6
Males,45-49,1953,25.0
Males,50-54,1953,30.3
Males,55-59,1953,28.8
Males,60-64,1953,46.3
Males,65-69,1953,46.0
Males,70-74,1953,37.8
Males,75-79,1953,41.2
Males,80-84,1953,39.0
Males,85+,1953,44.4
Females,15-19,1953,2.1
Females,20-24,1953,1.7
Females,25-29,1953,5.3
Females,30-34,1953,5.7
Females,35-39,1953,6.9
Females,40-44,1953,11.3
Females,45-49,1953,11.2
Females,50-54,1953,21.2
Females,55-59,1953,10.4
Females,60-64,1953,13.8
Females,65-69,1953,8.3
Females,70-74,1953,9.8
Females,75-79,1953,7.1
Females,80-84,1953,7.6
Females,85+,1953,4.7
Males,15-19,1954,5.6
Males,20-24,1954,12.5
Males,25-29,1954,16.6
Males,30-34,1954,15.9
Males,35-39,1954,18.9
Males,40-44,1954,24.3
Males,45-49,1954,23.2
Males,50-54,1954,20.8
Males,55-59,1954,32.0
Males,60-64,1954,44.0
Males,65-69,1954,41.1
Males,70-74,1954,48.2
Males,75-79,1954,44.0
Males,80-84,1954,45.9
Males,85+,1954,28.6
Females,15-19,1954,2.1
Females,20-24,1954,1.0
Females,25-29,1954,6.0
Females,30-34,1954,4.4
Females,35-39,1954,7.9
Females,40-44,1954,7.6
Females,45-49,1954,14.0
Females,50-54,1954,11.9
Females,55-59,1954,11.3
Females,60-64,1954,14.2
Females,65-69,1954,11.8
Females,70-74,1954,10.5
Females,75-79,1954,8.2
Females,80-84,1954,2.5
Females,85+,1954,0.0
Males,15-19,1955,6.1
Males,20-24,1955,13.6
Males,25-29,1955,13.1
Males,30-34,1955,15.7
Males,35-39,1955,18.7
Males,40-44,1955,17.4
Males,45-49,1955,22.9
Males,50-54,1955,24.9
Males,55-59,1955,31.6
Males,60-64,1955,35.4
Males,65-69,1955,48.1
Males,70-74,1955,45.9
Males,75-79,1955,45.9
Males,80-84,1955,35.2
Males,85+,1955,28.0
Females,15-19,1955,1.0
Females,20-24,1955,1.4
Females,25-29,1955,4.5
Females,30-34,1955,7.3
Females,35-39,1955,8.5
Females,40-44,1955,7.9
Females,45-49,1955,10.6
Females,50-54,1955,16.2
Females,55-59,1955,12.1
Females,60-64,1955,12.1
Females,65-69,1955,7.8
Females,70-74,1955,8.4
Females,75-79,1955,5.2
Females,80-84,1955,4.9
Females,85+,1955,4.3
Males,15-19,1956,2.5
Males,20-24,1956,9.3
Males,25-29,1956,19.2
Males,30-34,1956,20.9
Males,35-39,1956,18.0
Males,40-44,1956,22.9
Males,45-49,1956,26.3
Males,50-54,1956,29.4
Males,55-59,1956,30.8
Males,60-64,1956,38.9
Males,65-69,1956,37.2
Males,70-74,1956,39.6
Males,75-79,1956,49.2
Males,80-84,1956,24.5
Males,85+,1956,20.4
Females,15-19,1956,1.9
Females,20-24,1956,3.9
Females,25-29,1956,2.7
Females,30-34,1956,8.1
Females,35-39,1956,8.9
Females,40-44,1956,8.1
Females,45-49,1956,12.0
Females,50-54,1956,12.1
Females,55-59,1956,10.1
Females,60-64,1956,9.0
Females,65-69,1956,17.0
Females,70-74,1956,9.8
Females,75-79,1956,14.9
Females,80-84,1956,7.1
Females,85+,1956,4.2
Males,15-19,1957,5.3
Males,20-24,1957,11.3
Males,25-29,1957,15.7
Males,30-34,1957,18.1
Males,35-39,1957,25.8
Males,40-44,1957,24.3
Males,45-49,1957,31.7
Males,50-54,1957,36.2
Males,55-59,1957,38.8
Males,60-64,1957,42.0
Males,65-69,1957,35.3
Males,70-74,1957,35.5
Males,75-79,1957,41.1
Males,80-84,1957,51.5
Males,85+,1957,34.5
Females,15-19,1957,1.5
Females,20-24,1957,3.8
Females,25-29,1957,6.1
Females,30-34,1957,6.7
Females,35-39,1957,8.6
Females,40-44,1957,8.6
Females,45-49,1957,16.5
Females,50-54,1957,12.6
Females,55-59,1957,17.8
Females,60-64,1957,16.4
Females,65-69,1957,15.4
Females,70-74,1957,17.2
Females,75-79,1957,8.4
Females,80-84,1957,4.6
Females,85+,1957,4.1
Males,15-19,1958,5.1
Males,20-24,1958,17.0
Males,25-29,1958,20.1
Males,30-34,1958,24.0
Males,35-39,1958,24.0
Males,40-44,1958,23.1
Males,45-49,1958,37.9
Males,50-54,1958,35.0
Males,55-59,1958,30.4
Males,60-64,1958,36.5
Males,65-69,1958,43.0
Males,70-74,1958,43.4
Males,75-79,1958,28.9
Males,80-84,1958,66.0
Males,85+,1958,49.0
Females,15-19,1958,3.0
Females,20-24,1958,4.6
Females,25-29,1958,4.7
Females,30-34,1958,7.6
Females,35-39,1958,7.7
Females,40-44,1958,8.9
Females,45-49,1958,12.6
Females,50-54,1958,15.4
Females,55-59,1958,12.2
Females,60-64,1958,12.8
Females,65-69,1958,13.4
Females,70-74,1958,11.9
Females,75-79,1958,4.6
Females,80-84,1958,0.0
Females,85+,1958,8.0
Males,15-19,1959,5.4
Males,20-24,1959,10.2
Males,25-29,1959,17.7
Males,30-34,1959,21.8
Males,35-39,1959,22.3
Males,40-44,1959,22.7
Males,45-49,1959,27.0
Males,50-54,1959,28.5
Males,55-59,1959,39.8
Males,60-64,1959,31.6
Males,65-69,1959,49.5
Males,70-74,1959,29.4
Males,75-79,1959,35.8
Males,80-84,1959,39.2
Males,85+,1959,34.0
Females,15-19,1959,2.0
Females,20-24,1959,1.9
Females,25-29,1959,3.2
Females,30-34,1959,7.0
Females,35-39,1959,9.4
Females,40-44,1959,9.0
Females,45-49,1959,15.3
Females,50-54,1959,18.0
Females,55-59,1959,11.2
Females,60-64,1959,10.8
Females,65-69,1959,11.0
Females,70-74,1959,4.3
Females,75-79,1959,9.0
Females,80-84,1959,4.2
Females,85+,1959,3.9
Males,15-19,1960,4.3
Males,20-24,1960,9.6
Males,25-29,1960,16.1
Males,30-34,1960,20.3
Males,35-39,1960,22.3
Males,40-44,1960,22.6
Males,45-49,1960,26.8
Males,50-54,1960,27.4
Males,55-59,1960,27.2
Males,60-64,1960,31.8
Males,65-69,1960,43.5
Males,70-74,1960,31.3
Males,75-79,1960,33.1
Males,80-84,1960,28.2
Males,85+,1960,32.7
Females,15-19,1960,1.1
Females,20-24,1960,3.1
Females,25-29,1960,6.4
Females,30-34,1960,4.8
Females,35-39,1960,8.4
Females,40-44,1960,10.8
Females,45-49,1960,13.2
Females,50-54,1960,12.6
Females,55-59,1960,16.5
Females,60-64,1960,16.5
Females,65-69,1960,10.9
Females,70-74,1960,11.1
Females,75-79,1960,8.7
Females,80-84,1960,11.8
Females,85+,1960,3.7
Males,15-19,1961,5.5
Males,20-24,1961,12.8
Males,25-29,1961,15.8
Males,30-34,1961,17.6
Males,35-39,1961,21.1
Males,40-44,1961,30.8
Males,45-49,1961,32.8
Males,50-54,1961,39.4
Males,55-59,1961,40.4
Males,60-64,1961,33.2
Males,65-69,1961,40.9
Males,70-74,1961,35.9
Males,75-79,1961,31.9
Males,80-84,1961,12.0
Males,85+,1961,25.3
Females,15-19,1961,2.0
Females,20-24,1961,4.5
Females,25-29,1961,7.7
Females,30-34,1961,9.4
Females,35-39,1961,9.4
Females,40-44,1961,10.2
Females,45-49,1961,10.2
Females,50-54,1961,13.2
Females,55-59,1961,18.1
Females,60-64,1961,16.3
Females,65-69,1961,16.7
Females,70-74,1961,10.2
Females,75-79,1961,3.1
Females,80-84,1961,5.6
Females,85+,1961,7.2
Males,15-19,1962,4.9
Males,20-24,1962,13.6
Males,25-29,1962,22.7
Males,30-34,1962,24.6
Males,35-39,1962,26.4
Males,40-44,1962,32.3
Males,45-49,1962,33.2
Males,50-54,1962,39.0
Males,55-59,1962,42.0
Males,60-64,1962,39.0
Males,65-69,1962,38.3
Males,70-74,1962,30.2
Males,75-79,1962,33.7
Males,80-84,1962,43.7
Males,85+,1962,36.8
Females,15-19,1962,2.6
Females,20-24,1962,5.2
Females,25-29,1962,8.4
Females,30-34,1962,10.4
Females,35-39,1962,13.0
Females,40-44,1962,14.2
Females,45-49,1962,15.9
Females,50-54,1962,22.7
Females,55-59,1962,21.9
Females,60-64,1962,14.7
Females,65-69,1962,16.7
Females,70-74,1962,11.8
Females,75-79,1962,11.0
Females,80-84,1962,12.6
Females,85+,1962,3.4
Males,15-19,1963,7.5
Males,20-24,1963,19.1
Males,25-29,1963,26.6
Males,30-34,1963,28.2
Males,35-39,1963,30.5
Males,40-44,1963,30.2
Males,45-49,1963,41.7
Males,50-54,1963,39.0
Males,55-59,1963,37.5
Males,60-64,1963,42.3
Males,65-69,1963,44.3
Males,70-74,1963,35.3
Males,75-79,1963,36.6
Males,80-84,1963,60.5
Males,85+,1963,29.8
Females,15-19,1963,1.8
Females,20-24,1963,5.9
Females,25-29,1963,10.7
Females,30-34,1963,13.6
Females,35-39,1963,17.8
Females,40-44,1963,17.9
Females,45-49,1963,19.3
Females,50-54,1963,29.2
Females,55-59,1963,23.3
Females,60-64,1963,26.0
Females,65-69,1963,16.0
Females,70-74,1963,16.7
Females,75-79,1963,8.5
Females,80-84,1963,17.5
Females,85+,1963,0.0
Males,15-19,1964,5.8
Males,20-24,1964,16.4
Males,25-29,1964,19.5
Males,30-34,1964,29.2
Males,35-39,1964,26.4
Males,40-44,1964,34.7
Males,45-49,1964,33.7
Males,50-54,1964,38.7
Males,55-59,1964,34.4
Males,60-64,1964,40.8
Males,65-69,1964,38.5
Males,70-74,1964,36.7
Males,75-79,1964,39.3
Males,80-84,1964,38.9
Males,85+,1964,52.9
Females,15-19,1964,3.0
Females,20-24,1964,7.7
Females,25-29,1964,9.4
Females,30-34,1964,10.8
Females,35-39,1964,14.9
Females,40-44,1964,17.9
Females,45-49,1964,24.5
Females,50-54,1964,21.2
Females,55-59,1964,18.8
Females,60-64,1964,17.4
Females,65-69,1964,20.7
Females,70-74,1964,19.0
Females,75-79,1964,7.3
Females,80-84,1964,10.2
